PATHWAY SORTORDER	BIOCHEMICAL	SUPER PATHWAY	SUB PATHWAY	COMP ID	PLATFORM	CHEMICAL ID	RI	MASS	PUBCHEM	CAS	KEGG	HMBD
871	prolylglycine	Peptide	Dipeptide	40703	LC/MS Pos Early	100003674	2136	173.0921	6426709	2578-57-6		HMDB11178
1618	propionylcarnitine (C3)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	32452	LC/MS Pos Early	100001162	2590	218.1387	107738	17298-37-2	C03017	HMDB00824
1619	propionylglycine (C3)	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	31932	LC/MS Neg	100001150	960	130.051	98681	21709-90-0		HMDB00783
4194	propyl 4-hydroxybenzoate sulfate	Xenobiotics	Benzoate Metabolism	48460	LC/MS Neg	100006264	3971	259.0282		162338-10-5		
3899	pseudouridine	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	33442	LC/MS Neg	821	1100	243.0623	15047	1445-07-4	C02067	HMDB00767
4117	pyridoxal	Cofactors and Vitamins	Vitamin B6 Metabolism	1651	LC/MS Pos Early	491	2343	168.0655	1050	65-22-5	C00250	HMDB01545
4118	pyridoxate	Cofactors and Vitamins	Vitamin B6 Metabolism	31555	LC/MS Neg	100001121	2185	182.0459	6723	82-82-6	C00847	HMDB00017
52	pyroglutamine*	Amino Acid	Glutamate Metabolism	46225	LC/MS Pos Early	100001540	1900	129.0659	134508	2353-44-8		
4689	pyrraline	Xenobiotics	Food Component/Plant	48428	LC/MS Neg	100001767	2304	253.1194	122228	74509-14-1		HMDB33143
1111	pyruvate	Carbohydrate	"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism"	48990	LC/MS Polar	823	1083	87.0088	1060	127-17-3	C00022	HMDB00243
5269	quetiapine	Xenobiotics	Drug - Psychoactive	39787	LC/MS Pos Late	100002809	874	384.174	5002	111974-69-7	C07397	HMDB05021
4496	quinate	Xenobiotics	Food Component/Plant	18335	LC/MS Polar	100000442	2432.9	191.0561	6508	77-95-2	C00296	HMDB03072
3972	quinolinate	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	1899	LC/MS Pos Early	182	845	168.0291	1066	89-00-9	C03722	HMDB00232
5024	raltegravir	Xenobiotics	Drug - Antiviral	63286	LC/MS Neg	100020936	3633	443.1485	54671008	518048-05-0	D06676	
4104	retinal	Cofactors and Vitamins	Vitamin A Metabolism	40807	LC/MS Pos Late	100004088	1666	285.2213	638015		C00376	HMDB01358
4096	retinol (Vitamin A)	Cofactors and Vitamins	Vitamin A Metabolism	1806	LC/MS Pos Late	498	1636	269.2264	445354	68-26-8	C00473	HMDB00305
1134	ribitol	Carbohydrate	Pentose Metabolism	15772	LC/MS Polar	100000406	1789.6	151.0612	6912	488-81-3	C00474	HMDB00508
1135	ribonate	Carbohydrate	Pentose Metabolism	27731	LC/MS Polar	100001007	2425	165.0405	5460677	8/3/36	C01685	HMDB00867
1159	ribulonate/xylulonate/lyxonate*	Carbohydrate	Pentose Metabolism	61858	LC/MS Polar	100019968	2350	165.0405				
5027	rilpivirine	Xenobiotics	Drug - Antiviral	63281	LC/MS Neg	100020925	5147	365.152	6451164	500287-72-9	D09720	HMDB61725
5103	rivaroxaban	Xenobiotics	Drug - Cardiovascular	52958	LC/MS Neg	100008950	4425	434.0583	6433119	366789-02-8		
60	S-1-pyrroline-5-carboxylate	Amino Acid	Glutamate Metabolism	42370	LC/MS Pos Early	35	1528	114.055	1196	2906-39-0	C04322	HMDB01301
4615	saccharin	Xenobiotics	Food Component/Plant	21151	LC/MS Neg	100000870	2000	181.9917	5143	81-07-2	D01085	HMDB29723
394	S-adenosylhomocysteine (SAH)	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	42382	LC/MS Neg	197	1832.4	383.1143	439155	979-92-0	C00021	HMDB00939
5313	salicylate	Xenobiotics	Drug - Topical Agents	1515	LC/MS Polar	501	802	137.0242	338	69-72-7	C00805	HMDB01895
4899	salicyluric glucuronide*	Xenobiotics	"Drug - Analgesics, Anesthetics"	33384	LC/MS Neg	100001332	1463	370.078				
4618	S-allylcysteine	Xenobiotics	Food Component/Plant	43239	LC/MS Pos Early	100004509	2690	162.0583	98280	21593-77-1		HMDB34323
4	sarcosine	Amino Acid	"Glycine, Serine and Threonine Metabolism"	1516	LC/MS Pos Early	1023	1280	90.055	1088	107-97-1	C00213	HMDB00271
1528	sebacate (C10-DC)	Lipid	"Fatty Acid, Dicarboxylate"	32398	LC/MS Neg	100001211	1788	201.1132	5192	111-20-6	C08277	HMDB00792
9	serine	Amino Acid	"Glycine, Serine and Threonine Metabolism"	1648	LC/MS Pos Early	503	1239	106.0499	5951	56-45-1	C00065	HMDB00187
265	serotonin	Amino Acid	Tryptophan Metabolism	2342	LC/MS Pos Early	504	2550	177.1022	5202	153-98-0	C00780	HMDB00259
405	S-methylcysteine	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	39592	LC/MS Neg	100002749	880	134.0281	24417	1187-84-4		HMDB02108
406	S-methylcysteine sulfoxide	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	43378	LC/MS Pos Early	100002927	900	152.0376	82142	6853-87-8		HMDB29432
386	S-methylmethionine	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	38127	LC/MS Pos Early	100002183	2555	164.074	458	12/7/93	C05319	HMDB38670
484	spermidine	Amino Acid	Polyamine Metabolism	485	LC/MS Pos Late	50	700	146.1652	1102	124-20-9	C00315	HMDB01257
491	spermine	Amino Acid	Polyamine Metabolism	603	LC/MS Pos Early	507	3350	203.223	1103	71-44-3	C00750	HMDB01256
2728	sphingadienine	Lipid	Sphingolipid Synthesis	57426	LC/MS Pos Late	100015643	1350	298.2741	6449795	25696-03-1		
2726	sphinganine	Lipid	Sphingolipid Synthesis	17769	LC/MS Pos Late	313	1413	302.3054	3126	3102-56-5	C00836	HMDB00269
2727	sphinganine-1-phosphate	Lipid	Sphingolipid Synthesis	52605	LC/MS Pos Late	100001876	1431	382.2717	520	19794-97-9		HMDB01383
2830	"sphingomyelin (d17:1/14:0, d16:1/15:0)*"	Lipid	Sphingomyelins	62152	LC/MS Pos Late	100020276	1950	661.5279				
2833	"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*"	Lipid	Sphingomyelins	52433	LC/MS Pos Late	100006314	2082	689.5592		121999-58-4		
2834	"sphingomyelin (d17:2/16:0, d18:2/15:0)*"	Lipid	Sphingomyelins	57483	LC/MS Pos Late	100015793	1837	687.5436				
2819	"sphingomyelin (d18:0/18:0, d19:0/17:0)*"	Lipid	Dihydrosphingomyelins	57473	LC/MS Pos Late	100009027	2362	733.6218				HMDB12087
2820	"sphingomyelin (d18:0/20:0, d16:0/22:0)*"	Lipid	Dihydrosphingomyelins	57476	LC/MS Pos Late	100015786	2600	761.6531				
2831	"sphingomyelin (d18:1/14:0, d16:1/16:0)*"	Lipid	Sphingomyelins	42463	LC/MS Pos Late	100004328	1998	675.5436	11433862			HMDB12097
2836	"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)"	Lipid	Sphingomyelins	52615	LC/MS Pos Late	100008920	2312	717.5905		121999-64-2		
2837	"sphingomyelin (d18:1/18:1, d18:2/18:0)"	Lipid	Sphingomyelins	37529	LC/MS Pos Late	100002106	2167	729.5905	6443882	108392-10-5		HMDB12101
2838	"sphingomyelin (d18:1/19:0, d19:1/18:0)*"	Lipid	Sphingomyelins	57475	LC/MS Pos Late	100015787	2330	745.6218				
2839	"sphingomyelin (d18:1/20:0, d16:1/22:0)*"	Lipid	Sphingomyelins	48490	LC/MS Pos Late	100006290	2685	759.6375				HMDB12102
2840	"sphingomyelin (d18:1/20:1, d18:2/20:0)*"	Lipid	Sphingomyelins	48491	LC/MS Pos Late	100006292	2383	757.6218		222403-67-0		
2841	"sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*"	Lipid	Sphingomyelins	57481	LC/MS Pos Late	100006293	2039	755.6062				
2842	"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*"	Lipid	Sphingomyelins	52495	LC/MS Pos Late	100009025	2793	773.6531				
2844	"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*"	Lipid	Sphingomyelins	48493	LC/MS Pos Late	100006295	2666	785.6531				HMDB12104
2845	"sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*"	Lipid	Sphingomyelins	57477	LC/MS Pos Late	100006296	2209	783.6375				
2847	"sphingomyelin (d18:1/24:1, d18:2/24:0)*"	Lipid	Sphingomyelins	47153	LC/MS Pos Late	100005986	3033	813.6844		94359-13-4		HMDB12107
2849	"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*"	Lipid	Sphingomyelins	57478	LC/MS Pos Late	100015792	3500	829.7157				
2832	"sphingomyelin (d18:2/14:0, d18:1/14:1)*"	Lipid	Sphingomyelins	47154	LC/MS Pos Late	100005985	1860	673.5279				
2835	"sphingomyelin (d18:2/16:0, d18:1/16:1)*"	Lipid	Sphingomyelins	42459	LC/MS Pos Late	100004329	2002	701.5592				
2827	sphingomyelin (d18:2/18:1)*	Lipid	Sphingomyelins	57474	LC/MS Pos Late	100015788	1904	727.5749				
2843	"sphingomyelin (d18:2/21:0, d16:2/23:0)*"	Lipid	Sphingomyelins	57480	LC/MS Pos Late	100015790	2330	771.6375				
2846	"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*"	Lipid	Sphingomyelins	52435	LC/MS Pos Late	100008956	2845	799.6687				
2828	sphingomyelin (d18:2/23:1)*	Lipid	Sphingomyelins	57482	LC/MS Pos Late	100015791	2315	797.6531				
2848	"sphingomyelin (d18:2/24:1, d18:1/24:2)*"	Lipid	Sphingomyelins	52437	LC/MS Pos Late	100008957	2635	811.6687				
2829	sphingomyelin (d18:2/24:2)*	Lipid	Sphingomyelins	57479	LC/MS Pos Late	100015789	2215	809.6531				
2877	sphingosine	Lipid	Sphingosines	17747	LC/MS Pos Late	297	1393	300.2897	5353955	123-78-4	C00319	HMDB00252
2879	sphingosine 1-phosphate	Lipid	Sphingosines	34445	LC/MS Pos Late	100000626	1375	380.256	5283560	26993-30-6	C06124	HMDB00277
4637	stachydrine	Xenobiotics	Food Component/Plant	34384	LC/MS Pos Early	100001296	1440	144.1019	115244	4136-37-2	C10172	HMDB04827
1368	stearate (18:0)	Lipid	Long Chain Saturated Fatty Acid	1358	LC/MS Neg	439	5872	283.2643	5281	57-11-4	C01530	HMDB00827
1407	stearidonate (18:4n3)	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	33969	LC/MS Neg	100001229	5395	275.2017	5312508	111174-40-4	C16300	HMDB06547
2823	stearoyl sphingomyelin (d18:1/18:0)	Lipid	Sphingomyelins	19503	LC/MS Pos Late	1538	2400	731.6062	6453725	85187-10-6;85187-10-6	C00550	HMDB01348
2666	stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*	Lipid	Diacylglycerol	57450	LC/MS Pos Late	100010949	3404	662.5718				
1674	stearoylcarnitine (C18)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)"	34409	LC/MS Pos Late	100001391	1485	428.3734	6426855	18822-91-8		HMDB00848
1745	stearoylcholine*	Lipid	Fatty Acid Metabolism (Acyl Choline)	57464	LC/MS Pos Late	100015759	1520	370.368				
1715	suberoylcarnitine (C8-DC)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)"	52990	LC/MS Pos Early	100006627	2964	318.1911				
1314	succinate	Energy	TCA Cycle	1437	LC/MS Polar	252	3149	117.0193	1110	110-15-6	C00042	HMDB00254
5501	succinimide	Xenobiotics	Chemical	41888	LC/MS Polar	100003696	2155	116.0353	11439	123-56-8	C07273	
421	succinoyltaurine	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	63678	LC/MS Polar	100021220	2572	224.0234				
1313	succinylcarnitine (C4-DC)	Energy	TCA Cycle	37058	LC/MS Pos Early	100001948	2291	262.1285	71464481	256928-74-2		HMDB61717
4971	sulfamethoxazole	Xenobiotics	Drug - Antibiotic	53240	LC/MS Neg	100009327	1941	252.0448	5329		"D00285,C07315,D00447"	HMDB15150
4594	sulfate of piperine metabolite C16H19NO3 (2)*	Xenobiotics	Food Component/Plant	62295	LC/MS Neg	100020496	4112	352.086				
4595	sulfate of piperine metabolite C16H19NO3 (3)*	Xenobiotics	Food Component/Plant	62296	LC/MS Neg	100020497	4200	352.086				
4600	sulfate of piperine metabolite C18H21NO3 (1)*	Xenobiotics	Food Component/Plant	62297	LC/MS Neg	100020502	4481	378.1017				
4602	sulfate of piperine metabolite C18H21NO3 (3)*	Xenobiotics	Food Component/Plant	62299	LC/MS Neg	100020504	4630	378.1017				
5393	sulfate*	Xenobiotics	Chemical	46960	LC/MS Neg	100002528	616	96.9601	1118	14808-79-8	C00059	HMDB01448
4771	tartronate (hydroxymalonate)	Xenobiotics	Food Component/Plant	20693	LC/MS Neg	100000840	610	118.9986	45	80-69-3	C02287	HMDB35227
418	taurine	Amino Acid	"Methionine, Cysteine, SAM and Taurine Metabolism"	2125	LC/MS Pos Early	512	660	126.022	1123	107-35-7	C00245	HMDB00251
3155	tauro-beta-muricholate	Lipid	Primary Bile Acid Metabolism	33983	LC/MS Neg	100001250	4774	514.2844	168408	25696-60-0		HMDB00932
3151	taurochenodeoxycholate	Lipid	Primary Bile Acid Metabolism	18494	LC/MS Neg	1629	5250	498.2895	387316	6009-98-9	C05465	HMDB00951
3224	taurochenodeoxycholic acid 3-sulfate	Lipid	Secondary Bile Acid Metabolism	62890	LC/MS Neg	100021093	4809	288.6195				HMDB02486
3144	taurocholate	Lipid	Primary Bile Acid Metabolism	18497	LC/MS Neg	1648	5150	514.2844	6675	145-42-6	C05122	HMDB00036
3219	taurocholenate sulfate*	Lipid	Secondary Bile Acid Metabolism	32807	LC/MS Neg	100001990	4750	279.6142				
3175	taurodeoxycholate	Lipid	Secondary Bile Acid Metabolism	12261	LC/MS Neg	1668	5257.4	498.2895	2733768	207737-97-1	C05463	HMDB00896
3176	taurodeoxycholic acid 3-sulfate	Lipid	Secondary Bile Acid Metabolism	62889	LC/MS Neg	100006644	4850	288.6195				
3210	taurohyocholate*	Lipid	Secondary Bile Acid Metabolism	42603	LC/MS Neg	100004084	5000	514.2844				
3187	taurolithocholate 3-sulfate	Lipid	Secondary Bile Acid Metabolism	36850	LC/MS Neg	100001658	5027	280.6221	440071	64936-83-0	C03642	HMDB02580
5030	tenofovir	Xenobiotics	Drug - Antiviral	63283	LC/MS Neg	100020920	1450	286.0711	464205	147127-20-6	D06074	HMDB14445
1541	tetradecadienedioate (C14:2-DC)*	Lipid	"Fatty Acid, Dicarboxylate"	62918	LC/MS Neg	100021100	3148	253.1445				
1400	tetradecadienoate (14:2)*	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	62850	LC/MS Neg	100020343	5292	223.1704	5312409	39039-37-7		HMDB00560
1538	tetradecanedioate (C14)	Lipid	"Fatty Acid, Dicarboxylate"	35669	LC/MS Neg	100001613	3985	257.1758	13185	821-38-5		HMDB00872
3033	tetrahydrocortisol sulfate (1)	Lipid	Corticosteroids	62793	LC/MS Neg	100020848	4276	445.1902				
5279	THC carboxylic acid glucuronide	Xenobiotics	Drug - Psychoactive	61848	LC/MS Neg	100016049	5224	519.2236				
4232	theobromine	Xenobiotics	Xanthine Metabolism	18392	LC/MS Pos Early	100000445	1600	181.072	5429	83-67-0	C07480	HMDB02825
4233	theophylline	Xenobiotics	Xanthine Metabolism	18394	LC/MS Neg	100000437	2356.9	179.0575	2153	58-55-9	C07130	HMDB01889
5533	thioproline	Xenobiotics	Chemical	53231	LC/MS Pos Early	100009232	1250	134.027	93176	34592-47-4		
4021	threonate	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	27738	LC/MS Polar	100001022	2384	135.0299	151152	70753-61-6	C01620	HMDB00943
16	threonine	Amino Acid	"Glycine, Serine and Threonine Metabolism"	1284	LC/MS Pos Early	564	1514	120.0655	6288	72-19-5	C00188	HMDB00167
4649	thymol sulfate	Xenobiotics	Food Component/Plant	36095	LC/MS Neg	100001757	4410	229.054		89-83-8	C09908	HMDB01878
229	thyroxine	Amino Acid	Tyrosine Metabolism	2761	LC/MS Neg	1094	4808	775.6794	5819	51-48-9	C01829	HMDB01918
354	tigloylglycine	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	1598	LC/MS Pos Early	1161	1926	158.0812	6441567	35842-45-6		HMDB00959
353	tiglyl carnitine (C5)	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	35428	LC/MS Pos Early	100001597	2962	244.1543	22833596	64191-86-2		HMDB02366
4926	tramadol	Xenobiotics	"Drug - Analgesics, Anesthetics"	53241	LC/MS Pos Early	100006381	3288	264.1958	33741	27203-92-5	C07153	HMDB14339
1639	trans-2-hexenoylglycine	Lipid	Fatty Acid Metabolism (Acyl Glycine)	61798	LC/MS Neg	100019884	2707	170.0823				
454	hydroxyproline	Amino Acid	Urea cycle; Arginine and Proline Metabolism	32306	LC/MS Pos Early	1001	1064	132.0655	5810	51-35-4	C01157	HMDB00725
74	trans-urocanate	Amino Acid	Histidine Metabolism	607	LC/MS Pos Early	537	2285	139.0502	736715	104-98-3	C00785	HMDB00301
5267	trazadone	Xenobiotics	Drug - Psychoactive	57691	LC/MS Pos Late	100015783	837	372.1586	5533	19794-93-5	"C07156,D08626"	HMDB14794
2825	tricosanoyl sphingomyelin (d18:1/23:0)*	Lipid	Sphingomyelins	52436	LC/MS Pos Late	100008955	3200	801.6844				HMDB12105
1537	tridecenedioate (C13:1-DC)*	Lipid	"Fatty Acid, Dicarboxylate"	62919	LC/MS Neg	100002199	3051	241.1445				
3993	trigonelline (N'-methylnicotinate)	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	32401	LC/MS Pos Early	100001092	1388	138.055	5570	535-83-1	C01004	HMDB00875
2012	trimethylamine N-oxide	Lipid	Phospholipid Metabolism	40406	LC/MS Pos Early	100003397	2100	76.0757	1145	1184-78-7	C01104	HMDB00925
235	tryptophan	Amino Acid	Tryptophan Metabolism	54	LC/MS Pos Early	565	2986	205.0972	6305	73-22-3	C00078	HMDB00929
244	tryptophan betaine	Amino Acid	Tryptophan Metabolism	37097	LC/MS Pos Early	100001743	2673	247.1441	442106	20671-76-5	C09213	HMDB61115
213	tyramine O-sulfate	Amino Acid	Tyrosine Metabolism	48408	LC/MS Neg	100006092	1565	216.0336	153005	30223-92-8		HMDB06409
154	tyrosine	Amino Acid	Tyrosine Metabolism	1299	LC/MS Pos Early	815	2430	182.0812	6057	60-18-4	C00082	HMDB00158
4691	umbelliferone sulfate	Xenobiotics	Food Component/Plant	48674	LC/MS Neg	100006282	2440	240.9812	129659	69526-88-1		
1530	undecanedioate (C11-DC)	Lipid	"Fatty Acid, Dicarboxylate"	42395	LC/MS Neg	100001617	2440	215.1289	15816	1852-04-6		HMDB00888
1358	undecanoate (11:0)	Lipid	Medium Chain Fatty Acid	12067	LC/MS Neg	889	5219.2	185.1547	8180	334-48-5	C17715	HMDB00947
1686	undecenoylcarnitine (C11:1)	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	63613	LC/MS Pos Late	100021131	1069	328.2482				
3898	uracil	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	605	LC/MS Neg	825	1086	111.02	1174	66-22-8	C00106	HMDB00300
3810	urate	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	1604	LC/MS Neg	1134	757.1	167.0211	1175	69-93-2;120K5305	C00366	HMDB00289
428	urea	Amino Acid	Urea cycle; Arginine and Proline Metabolism	1670	LC/MS Pos Early	533	700	121.072	1176	57-13-6	C00086	HMDB00294
3897	uridine	Nucleotide	"Pyrimidine Metabolism, Uracil containing"	606	LC/MS Neg	535	1457.6	243.0623	6029	58-96-8	C00299	HMDB00296
3189	ursodeoxycholate	Lipid	Secondary Bile Acid Metabolism	1605	LC/MS Neg	1135	5055	391.2854	31401	128-13-2	C07880	HMDB00946
1350	valerate (5:0)	Lipid	Short Chain Fatty Acid	33443	LC/MS Neg	1136	1718	101.0608	7991	109-52-4	C00803	HMDB00892
365	valine	Amino Acid	"Leucine, Isoleucine and Valine Metabolism"	1649	LC/MS Neg	566	909.4	116.0717	6287	72-18-4	C00183	HMDB00883
5200	valproic acid glucuronide	Xenobiotics	Drug - Neurological	62883	LC/MS Neg	100020273	4122	319.1398	88111			HMDB00901
188	vanillactate	Amino Acid	Tyrosine Metabolism	54910	LC/MS Neg	100006129	1625	211.0612	160637	2475-56-1		HMDB00913
4782	vanillic acid glycine	Xenobiotics	Food Component/Plant	63853	LC/MS Neg	100021363	1682	224.0564	3083688			HMDB60026
215	vanillic alcohol sulfate	Amino Acid	Tyrosine Metabolism	48733	LC/MS Neg	100006125	1808	233.0125		754920-02-0		
189	vanillylmandelate (VMA)	Amino Acid	Tyrosine Metabolism	1567	LC/MS Neg	1111	941	197.0456	1245	55-10-7	C05584	HMDB00291
5091	verapamil	Xenobiotics	Drug - Cardiovascular	42990	LC/MS Pos Late	100004028	945	455.2904	2520	152-11-4	D02356	HMDB01850
3802	xanthine	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	3147	LC/MS Polar	1004	2023	151.0262	1188	69-89-6	C00385	HMDB00292
3804	xanthosine	Nucleotide	"Purine Metabolism, (Hypo)Xanthine/Inosine containing"	15136	LC/MS Neg	100000299	1075	283.0684	64959	146-80-5	C01762	HMDB00299
256	xanthurenate	Amino Acid	Tryptophan Metabolism	15679	LC/MS Pos Early	100000015	2236	206.0448	5699	59-007	C02470	HMDB00881
1695	ximenoylcarnitine (C26:1)*	Lipid	"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)"	57517	LC/MS Pos Late	100015836	1607	538.483				
1139	xylose	Carbohydrate	Pentose Metabolism	15581	LC/MS Polar	826	1727	195.051	135191	609-06-3	C00181	HMDB00098
5273	zolpidem	Xenobiotics	Drug - Psychoactive	62976	LC/MS Pos Early	100004174	3346	308.1757		82626-48-0		
